,id,maxLat,minLat,maxLong,minLong
914,914,-23.712922899999995,-23.721922899999996,-46.44914329999998,-46.45814329999998
915,915,-23.712922899999995,-23.721922899999996,-46.44014329999998,-46.44914329999998
916,916,-23.712922899999995,-23.721922899999996,-46.43114329999998,-46.44014329999998
917,917,-23.712922899999995,-23.721922899999996,-46.42214329999998,-46.43114329999998
918,918,-23.712922899999995,-23.721922899999996,-46.41314329999998,-46.42214329999998
919,919,-23.712922899999995,-23.721922899999996,-46.40414329999998,-46.41314329999998
920,920,-23.712922899999995,-23.721922899999996,-46.39514329999998,-46.40414329999998
921,921,-23.712922899999995,-23.721922899999996,-46.38614329999998,-46.39514329999998
922,922,-23.712922899999995,-23.721922899999996,-46.37714329999998,-46.38614329999998
923,923,-23.712922899999995,-23.721922899999996,-46.36814329999998,-46.37714329999998
924,924,-23.712922899999995,-23.721922899999996,-46.35914329999998,-46.36814329999998
925,925,-23.712922899999995,-23.721922899999996,-46.35014329999998,-46.35914329999998
926,926,-23.712922899999995,-23.721922899999996,-46.34114329999998,-46.35014329999998
927,927,-23.712922899999995,-23.721922899999996,-46.33214329999998,-46.34114329999998
928,928,-23.712922899999995,-23.721922899999996,-46.32314329999998,-46.33214329999998
929,929,-23.712922899999995,-23.721922899999996,-46.31414329999998,-46.32314329999998
930,930,-23.712922899999995,-23.721922899999996,-46.305143299999976,-46.31414329999998
931,931,-23.712922899999995,-23.721922899999996,-46.296143299999976,-46.305143299999976
932,932,-23.712922899999995,-23.721922899999996,-46.287143299999975,-46.296143299999976
933,933,-23.712922899999995,-23.721922899999996,-46.278143299999975,-46.287143299999975
934,934,-23.712922899999995,-23.721922899999996,-46.269143299999975,-46.278143299999975
935,935,-23.712922899999995,-23.721922899999996,-46.260143299999974,-46.269143299999975
936,936,-23.703922899999995,-23.712922899999995,-46.9531433,-46.9621433
937,937,-23.703922899999995,-23.712922899999995,-46.9441433,-46.9531433
938,938,-23.703922899999995,-23.712922899999995,-46.9351433,-46.9441433
939,939,-23.703922899999995,-23.712922899999995,-46.9261433,-46.9351433
940,940,-23.703922899999995,-23.712922899999995,-46.9171433,-46.9261433
941,941,-23.703922899999995,-23.712922899999995,-46.9081433,-46.9171433
942,942,-23.703922899999995,-23.712922899999995,-46.8991433,-46.9081433
943,943,-23.703922899999995,-23.712922899999995,-46.8901433,-46.8991433
944,944,-23.703922899999995,-23.712922899999995,-46.8811433,-46.8901433
945,945,-23.703922899999995,-23.712922899999995,-46.8721433,-46.8811433
946,946,-23.703922899999995,-23.712922899999995,-46.8631433,-46.8721433
947,947,-23.703922899999995,-23.712922899999995,-46.8541433,-46.8631433
948,948,-23.703922899999995,-23.712922899999995,-46.8451433,-46.8541433
949,949,-23.703922899999995,-23.712922899999995,-46.836143299999996,-46.8451433
950,950,-23.703922899999995,-23.712922899999995,-46.827143299999996,-46.836143299999996
951,951,-23.703922899999995,-23.712922899999995,-46.818143299999996,-46.827143299999996
952,952,-23.703922899999995,-23.712922899999995,-46.809143299999995,-46.818143299999996
953,953,-23.703922899999995,-23.712922899999995,-46.800143299999995,-46.809143299999995
954,954,-23.703922899999995,-23.712922899999995,-46.791143299999995,-46.800143299999995
955,955,-23.703922899999995,-23.712922899999995,-46.782143299999994,-46.791143299999995
956,956,-23.703922899999995,-23.712922899999995,-46.773143299999994,-46.782143299999994
957,957,-23.703922899999995,-23.712922899999995,-46.76414329999999,-46.773143299999994
958,958,-23.703922899999995,-23.712922899999995,-46.75514329999999,-46.76414329999999
959,959,-23.703922899999995,-23.712922899999995,-46.74614329999999,-46.75514329999999
960,960,-23.703922899999995,-23.712922899999995,-46.73714329999999,-46.74614329999999
961,961,-23.703922899999995,-23.712922899999995,-46.72814329999999,-46.73714329999999
962,962,-23.703922899999995,-23.712922899999995,-46.71914329999999,-46.72814329999999
963,963,-23.703922899999995,-23.712922899999995,-46.71014329999999,-46.71914329999999
964,964,-23.703922899999995,-23.712922899999995,-46.70114329999999,-46.71014329999999
965,965,-23.703922899999995,-23.712922899999995,-46.69214329999999,-46.70114329999999
966,966,-23.703922899999995,-23.712922899999995,-46.68314329999999,-46.69214329999999
967,967,-23.703922899999995,-23.712922899999995,-46.67414329999999,-46.68314329999999
968,968,-23.703922899999995,-23.712922899999995,-46.66514329999999,-46.67414329999999
969,969,-23.703922899999995,-23.712922899999995,-46.65614329999999,-46.66514329999999
970,970,-23.703922899999995,-23.712922899999995,-46.64714329999999,-46.65614329999999
971,971,-23.703922899999995,-23.712922899999995,-46.63814329999999,-46.64714329999999
972,972,-23.703922899999995,-23.712922899999995,-46.62914329999999,-46.63814329999999
973,973,-23.703922899999995,-23.712922899999995,-46.62014329999999,-46.62914329999999
974,974,-23.703922899999995,-23.712922899999995,-46.61114329999999,-46.62014329999999
975,975,-23.703922899999995,-23.712922899999995,-46.60214329999999,-46.61114329999999
976,976,-23.703922899999995,-23.712922899999995,-46.59314329999999,-46.60214329999999
977,977,-23.703922899999995,-23.712922899999995,-46.58414329999999,-46.59314329999999
978,978,-23.703922899999995,-23.712922899999995,-46.575143299999986,-46.58414329999999
979,979,-23.703922899999995,-23.712922899999995,-46.566143299999986,-46.575143299999986
980,980,-23.703922899999995,-23.712922899999995,-46.557143299999986,-46.566143299999986
981,981,-23.703922899999995,-23.712922899999995,-46.548143299999985,-46.557143299999986
982,982,-23.703922899999995,-23.712922899999995,-46.539143299999985,-46.548143299999985
983,983,-23.703922899999995,-23.712922899999995,-46.530143299999985,-46.539143299999985
984,984,-23.703922899999995,-23.712922899999995,-46.521143299999984,-46.530143299999985
985,985,-23.703922899999995,-23.712922899999995,-46.512143299999984,-46.521143299999984
986,986,-23.703922899999995,-23.712922899999995,-46.503143299999984,-46.512143299999984
987,987,-23.703922899999995,-23.712922899999995,-46.49414329999998,-46.503143299999984
988,988,-23.703922899999995,-23.712922899999995,-46.48514329999998,-46.49414329999998
989,989,-23.703922899999995,-23.712922899999995,-46.47614329999998,-46.48514329999998
990,990,-23.703922899999995,-23.712922899999995,-46.46714329999998,-46.47614329999998
991,991,-23.703922899999995,-23.712922899999995,-46.45814329999998,-46.46714329999998
992,992,-23.703922899999995,-23.712922899999995,-46.44914329999998,-46.45814329999998
993,993,-23.703922899999995,-23.712922899999995,-46.44014329999998,-46.44914329999998
994,994,-23.703922899999995,-23.712922899999995,-46.43114329999998,-46.44014329999998
995,995,-23.703922899999995,-23.712922899999995,-46.42214329999998,-46.43114329999998
996,996,-23.703922899999995,-23.712922899999995,-46.41314329999998,-46.42214329999998
997,997,-23.703922899999995,-23.712922899999995,-46.40414329999998,-46.41314329999998
998,998,-23.703922899999995,-23.712922899999995,-46.39514329999998,-46.40414329999998
999,999,-23.703922899999995,-23.712922899999995,-46.38614329999998,-46.39514329999998
1000,1000,-23.703922899999995,-23.712922899999995,-46.37714329999998,-46.38614329999998
1001,1001,-23.703922899999995,-23.712922899999995,-46.36814329999998,-46.37714329999998
1002,1002,-23.703922899999995,-23.712922899999995,-46.35914329999998,-46.36814329999998
1003,1003,-23.703922899999995,-23.712922899999995,-46.35014329999998,-46.35914329999998
1004,1004,-23.703922899999995,-23.712922899999995,-46.34114329999998,-46.35014329999998
1005,1005,-23.703922899999995,-23.712922899999995,-46.33214329999998,-46.34114329999998
1006,1006,-23.703922899999995,-23.712922899999995,-46.32314329999998,-46.33214329999998
1007,1007,-23.703922899999995,-23.712922899999995,-46.31414329999998,-46.32314329999998
1008,1008,-23.703922899999995,-23.712922899999995,-46.305143299999976,-46.31414329999998
1009,1009,-23.703922899999995,-23.712922899999995,-46.296143299999976,-46.305143299999976
1010,1010,-23.703922899999995,-23.712922899999995,-46.287143299999975,-46.296143299999976
1011,1011,-23.703922899999995,-23.712922899999995,-46.278143299999975,-46.287143299999975
1012,1012,-23.703922899999995,-23.712922899999995,-46.269143299999975,-46.278143299999975
1013,1013,-23.703922899999995,-23.712922899999995,-46.260143299999974,-46.269143299999975
1014,1014,-23.694922899999995,-23.703922899999995,-46.9531433,-46.9621433
1015,1015,-23.694922899999995,-23.703922899999995,-46.9441433,-46.9531433
1016,1016,-23.694922899999995,-23.703922899999995,-46.9351433,-46.9441433
1017,1017,-23.694922899999995,-23.703922899999995,-46.9261433,-46.9351433
1018,1018,-23.694922899999995,-23.703922899999995,-46.9171433,-46.9261433
1019,1019,-23.694922899999995,-23.703922899999995,-46.9081433,-46.9171433
1020,1020,-23.694922899999995,-23.703922899999995,-46.8991433,-46.9081433
1021,1021,-23.694922899999995,-23.703922899999995,-46.8901433,-46.8991433
1022,1022,-23.694922899999995,-23.703922899999995,-46.8811433,-46.8901433
1023,1023,-23.694922899999995,-23.703922899999995,-46.8721433,-46.8811433
1024,1024,-23.694922899999995,-23.703922899999995,-46.8631433,-46.8721433
1025,1025,-23.694922899999995,-23.703922899999995,-46.8541433,-46.8631433
1026,1026,-23.694922899999995,-23.703922899999995,-46.8451433,-46.8541433
1027,1027,-23.694922899999995,-23.703922899999995,-46.836143299999996,-46.8451433
1028,1028,-23.694922899999995,-23.703922899999995,-46.827143299999996,-46.836143299999996
1029,1029,-23.694922899999995,-23.703922899999995,-46.818143299999996,-46.827143299999996
1030,1030,-23.694922899999995,-23.703922899999995,-46.809143299999995,-46.818143299999996
1031,1031,-23.694922899999995,-23.703922899999995,-46.800143299999995,-46.809143299999995
1032,1032,-23.694922899999995,-23.703922899999995,-46.791143299999995,-46.800143299999995
1033,1033,-23.694922899999995,-23.703922899999995,-46.782143299999994,-46.791143299999995
1034,1034,-23.694922899999995,-23.703922899999995,-46.773143299999994,-46.782143299999994
1035,1035,-23.694922899999995,-23.703922899999995,-46.76414329999999,-46.773143299999994
1036,1036,-23.694922899999995,-23.703922899999995,-46.75514329999999,-46.76414329999999
1037,1037,-23.694922899999995,-23.703922899999995,-46.74614329999999,-46.75514329999999
1038,1038,-23.694922899999995,-23.703922899999995,-46.73714329999999,-46.74614329999999
1039,1039,-23.694922899999995,-23.703922899999995,-46.72814329999999,-46.73714329999999
1040,1040,-23.694922899999995,-23.703922899999995,-46.71914329999999,-46.72814329999999
1041,1041,-23.694922899999995,-23.703922899999995,-46.71014329999999,-46.71914329999999
1042,1042,-23.694922899999995,-23.703922899999995,-46.70114329999999,-46.71014329999999
1043,1043,-23.694922899999995,-23.703922899999995,-46.69214329999999,-46.70114329999999
1044,1044,-23.694922899999995,-23.703922899999995,-46.68314329999999,-46.69214329999999
1045,1045,-23.694922899999995,-23.703922899999995,-46.67414329999999,-46.68314329999999
1046,1046,-23.694922899999995,-23.703922899999995,-46.66514329999999,-46.67414329999999
1047,1047,-23.694922899999995,-23.703922899999995,-46.65614329999999,-46.66514329999999
1048,1048,-23.694922899999995,-23.703922899999995,-46.64714329999999,-46.65614329999999
1049,1049,-23.694922899999995,-23.703922899999995,-46.63814329999999,-46.64714329999999
1050,1050,-23.694922899999995,-23.703922899999995,-46.62914329999999,-46.63814329999999
1051,1051,-23.694922899999995,-23.703922899999995,-46.62014329999999,-46.62914329999999
1052,1052,-23.694922899999995,-23.703922899999995,-46.61114329999999,-46.62014329999999
1053,1053,-23.694922899999995,-23.703922899999995,-46.60214329999999,-46.61114329999999
1054,1054,-23.694922899999995,-23.703922899999995,-46.59314329999999,-46.60214329999999
1055,1055,-23.694922899999995,-23.703922899999995,-46.58414329999999,-46.59314329999999
1056,1056,-23.694922899999995,-23.703922899999995,-46.575143299999986,-46.58414329999999
1057,1057,-23.694922899999995,-23.703922899999995,-46.566143299999986,-46.575143299999986
1058,1058,-23.694922899999995,-23.703922899999995,-46.557143299999986,-46.566143299999986
1059,1059,-23.694922899999995,-23.703922899999995,-46.548143299999985,-46.557143299999986
1060,1060,-23.694922899999995,-23.703922899999995,-46.539143299999985,-46.548143299999985
1061,1061,-23.694922899999995,-23.703922899999995,-46.530143299999985,-46.539143299999985
1062,1062,-23.694922899999995,-23.703922899999995,-46.521143299999984,-46.530143299999985
1063,1063,-23.694922899999995,-23.703922899999995,-46.512143299999984,-46.521143299999984
1064,1064,-23.694922899999995,-23.703922899999995,-46.503143299999984,-46.512143299999984
1065,1065,-23.694922899999995,-23.703922899999995,-46.49414329999998,-46.503143299999984
1066,1066,-23.694922899999995,-23.703922899999995,-46.48514329999998,-46.49414329999998
1067,1067,-23.694922899999995,-23.703922899999995,-46.47614329999998,-46.48514329999998
1068,1068,-23.694922899999995,-23.703922899999995,-46.46714329999998,-46.47614329999998
1069,1069,-23.694922899999995,-23.703922899999995,-46.45814329999998,-46.46714329999998
1070,1070,-23.694922899999995,-23.703922899999995,-46.44914329999998,-46.45814329999998
1071,1071,-23.694922899999995,-23.703922899999995,-46.44014329999998,-46.44914329999998
1072,1072,-23.694922899999995,-23.703922899999995,-46.43114329999998,-46.44014329999998
1073,1073,-23.694922899999995,-23.703922899999995,-46.42214329999998,-46.43114329999998
1074,1074,-23.694922899999995,-23.703922899999995,-46.41314329999998,-46.42214329999998
1075,1075,-23.694922899999995,-23.703922899999995,-46.40414329999998,-46.41314329999998
1076,1076,-23.694922899999995,-23.703922899999995,-46.39514329999998,-46.40414329999998
1077,1077,-23.694922899999995,-23.703922899999995,-46.38614329999998,-46.39514329999998
1078,1078,-23.694922899999995,-23.703922899999995,-46.37714329999998,-46.38614329999998
1079,1079,-23.694922899999995,-23.703922899999995,-46.36814329999998,-46.37714329999998
1080,1080,-23.694922899999995,-23.703922899999995,-46.35914329999998,-46.36814329999998
1081,1081,-23.694922899999995,-23.703922899999995,-46.35014329999998,-46.35914329999998
1082,1082,-23.694922899999995,-23.703922899999995,-46.34114329999998,-46.35014329999998
1083,1083,-23.694922899999995,-23.703922899999995,-46.33214329999998,-46.34114329999998
1084,1084,-23.694922899999995,-23.703922899999995,-46.32314329999998,-46.33214329999998
1085,1085,-23.694922899999995,-23.703922899999995,-46.31414329999998,-46.32314329999998
1086,1086,-23.694922899999995,-23.703922899999995,-46.305143299999976,-46.31414329999998
1087,1087,-23.694922899999995,-23.703922899999995,-46.296143299999976,-46.305143299999976
1088,1088,-23.694922899999995,-23.703922899999995,-46.287143299999975,-46.296143299999976
1089,1089,-23.694922899999995,-23.703922899999995,-46.278143299999975,-46.287143299999975
1090,1090,-23.694922899999995,-23.703922899999995,-46.269143299999975,-46.278143299999975
1091,1091,-23.694922899999995,-23.703922899999995,-46.260143299999974,-46.269143299999975
1092,1092,-23.685922899999994,-23.694922899999995,-46.9531433,-46.9621433
1093,1093,-23.685922899999994,-23.694922899999995,-46.9441433,-46.9531433
1094,1094,-23.685922899999994,-23.694922899999995,-46.9351433,-46.9441433
1095,1095,-23.685922899999994,-23.694922899999995,-46.9261433,-46.9351433
1096,1096,-23.685922899999994,-23.694922899999995,-46.9171433,-46.9261433
1097,1097,-23.685922899999994,-23.694922899999995,-46.9081433,-46.9171433
1098,1098,-23.685922899999994,-23.694922899999995,-46.8991433,-46.9081433
1099,1099,-23.685922899999994,-23.694922899999995,-46.8901433,-46.8991433
1100,1100,-23.685922899999994,-23.694922899999995,-46.8811433,-46.8901433
1101,1101,-23.685922899999994,-23.694922899999995,-46.8721433,-46.8811433
1102,1102,-23.685922899999994,-23.694922899999995,-46.8631433,-46.8721433
1103,1103,-23.685922899999994,-23.694922899999995,-46.8541433,-46.8631433
1104,1104,-23.685922899999994,-23.694922899999995,-46.8451433,-46.8541433
1105,1105,-23.685922899999994,-23.694922899999995,-46.836143299999996,-46.8451433
1106,1106,-23.685922899999994,-23.694922899999995,-46.827143299999996,-46.836143299999996
1107,1107,-23.685922899999994,-23.694922899999995,-46.818143299999996,-46.827143299999996
1108,1108,-23.685922899999994,-23.694922899999995,-46.809143299999995,-46.818143299999996
1109,1109,-23.685922899999994,-23.694922899999995,-46.800143299999995,-46.809143299999995
1110,1110,-23.685922899999994,-23.694922899999995,-46.791143299999995,-46.800143299999995
1111,1111,-23.685922899999994,-23.694922899999995,-46.782143299999994,-46.791143299999995
1112,1112,-23.685922899999994,-23.694922899999995,-46.773143299999994,-46.782143299999994
1113,1113,-23.685922899999994,-23.694922899999995,-46.76414329999999,-46.773143299999994
1114,1114,-23.685922899999994,-23.694922899999995,-46.75514329999999,-46.76414329999999
1115,1115,-23.685922899999994,-23.694922899999995,-46.74614329999999,-46.75514329999999
1116,1116,-23.685922899999994,-23.694922899999995,-46.73714329999999,-46.74614329999999
1117,1117,-23.685922899999994,-23.694922899999995,-46.72814329999999,-46.73714329999999
1118,1118,-23.685922899999994,-23.694922899999995,-46.71914329999999,-46.72814329999999
1119,1119,-23.685922899999994,-23.694922899999995,-46.71014329999999,-46.71914329999999
1120,1120,-23.685922899999994,-23.694922899999995,-46.70114329999999,-46.71014329999999
1121,1121,-23.685922899999994,-23.694922899999995,-46.69214329999999,-46.70114329999999
1122,1122,-23.685922899999994,-23.694922899999995,-46.68314329999999,-46.69214329999999
1123,1123,-23.685922899999994,-23.694922899999995,-46.67414329999999,-46.68314329999999
1124,1124,-23.685922899999994,-23.694922899999995,-46.66514329999999,-46.67414329999999
1125,1125,-23.685922899999994,-23.694922899999995,-46.65614329999999,-46.66514329999999
1126,1126,-23.685922899999994,-23.694922899999995,-46.64714329999999,-46.65614329999999
1127,1127,-23.685922899999994,-23.694922899999995,-46.63814329999999,-46.64714329999999
1128,1128,-23.685922899999994,-23.694922899999995,-46.62914329999999,-46.63814329999999
1129,1129,-23.685922899999994,-23.694922899999995,-46.62014329999999,-46.62914329999999
1130,1130,-23.685922899999994,-23.694922899999995,-46.61114329999999,-46.62014329999999
1131,1131,-23.685922899999994,-23.694922899999995,-46.60214329999999,-46.61114329999999
1132,1132,-23.685922899999994,-23.694922899999995,-46.59314329999999,-46.60214329999999
1133,1133,-23.685922899999994,-23.694922899999995,-46.58414329999999,-46.59314329999999
1134,1134,-23.685922899999994,-23.694922899999995,-46.575143299999986,-46.58414329999999
1135,1135,-23.685922899999994,-23.694922899999995,-46.566143299999986,-46.575143299999986
1136,1136,-23.685922899999994,-23.694922899999995,-46.557143299999986,-46.566143299999986
1137,1137,-23.685922899999994,-23.694922899999995,-46.548143299999985,-46.557143299999986
1138,1138,-23.685922899999994,-23.694922899999995,-46.539143299999985,-46.548143299999985
1139,1139,-23.685922899999994,-23.694922899999995,-46.530143299999985,-46.539143299999985
1140,1140,-23.685922899999994,-23.694922899999995,-46.521143299999984,-46.530143299999985
1141,1141,-23.685922899999994,-23.694922899999995,-46.512143299999984,-46.521143299999984
1142,1142,-23.685922899999994,-23.694922899999995,-46.503143299999984,-46.512143299999984
1143,1143,-23.685922899999994,-23.694922899999995,-46.49414329999998,-46.503143299999984
1144,1144,-23.685922899999994,-23.694922899999995,-46.48514329999998,-46.49414329999998
1145,1145,-23.685922899999994,-23.694922899999995,-46.47614329999998,-46.48514329999998
1146,1146,-23.685922899999994,-23.694922899999995,-46.46714329999998,-46.47614329999998
1147,1147,-23.685922899999994,-23.694922899999995,-46.45814329999998,-46.46714329999998
1148,1148,-23.685922899999994,-23.694922899999995,-46.44914329999998,-46.45814329999998
1149,1149,-23.685922899999994,-23.694922899999995,-46.44014329999998,-46.44914329999998
1150,1150,-23.685922899999994,-23.694922899999995,-46.43114329999998,-46.44014329999998
1151,1151,-23.685922899999994,-23.694922899999995,-46.42214329999998,-46.43114329999998
1152,1152,-23.685922899999994,-23.694922899999995,-46.41314329999998,-46.42214329999998
1153,1153,-23.685922899999994,-23.694922899999995,-46.40414329999998,-46.41314329999998
1154,1154,-23.685922899999994,-23.694922899999995,-46.39514329999998,-46.40414329999998
1155,1155,-23.685922899999994,-23.694922899999995,-46.38614329999998,-46.39514329999998
1156,1156,-23.685922899999994,-23.694922899999995,-46.37714329999998,-46.38614329999998
1157,1157,-23.685922899999994,-23.694922899999995,-46.36814329999998,-46.37714329999998
1158,1158,-23.685922899999994,-23.694922899999995,-46.35914329999998,-46.36814329999998
1159,1159,-23.685922899999994,-23.694922899999995,-46.35014329999998,-46.35914329999998
1160,1160,-23.685922899999994,-23.694922899999995,-46.34114329999998,-46.35014329999998
1161,1161,-23.685922899999994,-23.694922899999995,-46.33214329999998,-46.34114329999998
1162,1162,-23.685922899999994,-23.694922899999995,-46.32314329999998,-46.33214329999998
1163,1163,-23.685922899999994,-23.694922899999995,-46.31414329999998,-46.32314329999998
1164,1164,-23.685922899999994,-23.694922899999995,-46.305143299999976,-46.31414329999998
1165,1165,-23.685922899999994,-23.694922899999995,-46.296143299999976,-46.305143299999976
1166,1166,-23.685922899999994,-23.694922899999995,-46.287143299999975,-46.296143299999976
1167,1167,-23.685922899999994,-23.694922899999995,-46.278143299999975,-46.287143299999975
1168,1168,-23.685922899999994,-23.694922899999995,-46.269143299999975,-46.278143299999975
1169,1169,-23.685922899999994,-23.694922899999995,-46.260143299999974,-46.269143299999975
1170,1170,-23.676922899999994,-23.685922899999994,-46.9531433,-46.9621433
1171,1171,-23.676922899999994,-23.685922899999994,-46.9441433,-46.9531433
1172,1172,-23.676922899999994,-23.685922899999994,-46.9351433,-46.9441433
1173,1173,-23.676922899999994,-23.685922899999994,-46.9261433,-46.9351433
1174,1174,-23.676922899999994,-23.685922899999994,-46.9171433,-46.9261433
1175,1175,-23.676922899999994,-23.685922899999994,-46.9081433,-46.9171433
1176,1176,-23.676922899999994,-23.685922899999994,-46.8991433,-46.9081433
1177,1177,-23.676922899999994,-23.685922899999994,-46.8901433,-46.8991433
1178,1178,-23.676922899999994,-23.685922899999994,-46.8811433,-46.8901433
1179,1179,-23.676922899999994,-23.685922899999994,-46.8721433,-46.8811433
1180,1180,-23.676922899999994,-23.685922899999994,-46.8631433,-46.8721433
1181,1181,-23.676922899999994,-23.685922899999994,-46.8541433,-46.8631433
1182,1182,-23.676922899999994,-23.685922899999994,-46.8451433,-46.8541433
1183,1183,-23.676922899999994,-23.685922899999994,-46.836143299999996,-46.8451433
1184,1184,-23.676922899999994,-23.685922899999994,-46.827143299999996,-46.836143299999996
1185,1185,-23.676922899999994,-23.685922899999994,-46.818143299999996,-46.827143299999996
1186,1186,-23.676922899999994,-23.685922899999994,-46.809143299999995,-46.818143299999996
1187,1187,-23.676922899999994,-23.685922899999994,-46.800143299999995,-46.809143299999995
1188,1188,-23.676922899999994,-23.685922899999994,-46.791143299999995,-46.800143299999995
1189,1189,-23.676922899999994,-23.685922899999994,-46.782143299999994,-46.791143299999995
1190,1190,-23.676922899999994,-23.685922899999994,-46.773143299999994,-46.782143299999994
1191,1191,-23.676922899999994,-23.685922899999994,-46.76414329999999,-46.773143299999994
1192,1192,-23.676922899999994,-23.685922899999994,-46.75514329999999,-46.76414329999999
1193,1193,-23.676922899999994,-23.685922899999994,-46.74614329999999,-46.75514329999999
1194,1194,-23.676922899999994,-23.685922899999994,-46.73714329999999,-46.74614329999999
1195,1195,-23.676922899999994,-23.685922899999994,-46.72814329999999,-46.73714329999999
1196,1196,-23.676922899999994,-23.685922899999994,-46.71914329999999,-46.72814329999999
1197,1197,-23.676922899999994,-23.685922899999994,-46.71014329999999,-46.71914329999999
1198,1198,-23.676922899999994,-23.685922899999994,-46.70114329999999,-46.71014329999999
1199,1199,-23.676922899999994,-23.685922899999994,-46.69214329999999,-46.70114329999999
1200,1200,-23.676922899999994,-23.685922899999994,-46.68314329999999,-46.69214329999999
1201,1201,-23.676922899999994,-23.685922899999994,-46.67414329999999,-46.68314329999999
1202,1202,-23.676922899999994,-23.685922899999994,-46.66514329999999,-46.67414329999999
1203,1203,-23.676922899999994,-23.685922899999994,-46.65614329999999,-46.66514329999999
1204,1204,-23.676922899999994,-23.685922899999994,-46.64714329999999,-46.65614329999999
1205,1205,-23.676922899999994,-23.685922899999994,-46.63814329999999,-46.64714329999999
1206,1206,-23.676922899999994,-23.685922899999994,-46.62914329999999,-46.63814329999999
1207,1207,-23.676922899999994,-23.685922899999994,-46.62014329999999,-46.62914329999999
1208,1208,-23.676922899999994,-23.685922899999994,-46.61114329999999,-46.62014329999999
1209,1209,-23.676922899999994,-23.685922899999994,-46.60214329999999,-46.61114329999999
1210,1210,-23.676922899999994,-23.685922899999994,-46.59314329999999,-46.60214329999999
1211,1211,-23.676922899999994,-23.685922899999994,-46.58414329999999,-46.59314329999999
1212,1212,-23.676922899999994,-23.685922899999994,-46.575143299999986,-46.58414329999999
1213,1213,-23.676922899999994,-23.685922899999994,-46.566143299999986,-46.575143299999986
1214,1214,-23.676922899999994,-23.685922899999994,-46.557143299999986,-46.566143299999986
1215,1215,-23.676922899999994,-23.685922899999994,-46.548143299999985,-46.557143299999986
1216,1216,-23.676922899999994,-23.685922899999994,-46.539143299999985,-46.548143299999985
1217,1217,-23.676922899999994,-23.685922899999994,-46.530143299999985,-46.539143299999985
1218,1218,-23.676922899999994,-23.685922899999994,-46.521143299999984,-46.530143299999985
1219,1219,-23.676922899999994,-23.685922899999994,-46.512143299999984,-46.521143299999984
1220,1220,-23.676922899999994,-23.685922899999994,-46.503143299999984,-46.512143299999984
1221,1221,-23.676922899999994,-23.685922899999994,-46.49414329999998,-46.503143299999984
1222,1222,-23.676922899999994,-23.685922899999994,-46.48514329999998,-46.49414329999998
1223,1223,-23.676922899999994,-23.685922899999994,-46.47614329999998,-46.48514329999998
1224,1224,-23.676922899999994,-23.685922899999994,-46.46714329999998,-46.47614329999998
1225,1225,-23.676922899999994,-23.685922899999994,-46.45814329999998,-46.46714329999998
1226,1226,-23.676922899999994,-23.685922899999994,-46.44914329999998,-46.45814329999998
1227,1227,-23.676922899999994,-23.685922899999994,-46.44014329999998,-46.44914329999998
1228,1228,-23.676922899999994,-23.685922899999994,-46.43114329999998,-46.44014329999998
1229,1229,-23.676922899999994,-23.685922899999994,-46.42214329999998,-46.43114329999998
1230,1230,-23.676922899999994,-23.685922899999994,-46.41314329999998,-46.42214329999998
1231,1231,-23.676922899999994,-23.685922899999994,-46.40414329999998,-46.41314329999998
1232,1232,-23.676922899999994,-23.685922899999994,-46.39514329999998,-46.40414329999998
1233,1233,-23.676922899999994,-23.685922899999994,-46.38614329999998,-46.39514329999998
1234,1234,-23.676922899999994,-23.685922899999994,-46.37714329999998,-46.38614329999998
1235,1235,-23.676922899999994,-23.685922899999994,-46.36814329999998,-46.37714329999998
1236,1236,-23.676922899999994,-23.685922899999994,-46.35914329999998,-46.36814329999998
1237,1237,-23.676922899999994,-23.685922899999994,-46.35014329999998,-46.35914329999998
1238,1238,-23.676922899999994,-23.685922899999994,-46.34114329999998,-46.35014329999998
1239,1239,-23.676922899999994,-23.685922899999994,-46.33214329999998,-46.34114329999998
1240,1240,-23.676922899999994,-23.685922899999994,-46.32314329999998,-46.33214329999998
1241,1241,-23.676922899999994,-23.685922899999994,-46.31414329999998,-46.32314329999998
1242,1242,-23.676922899999994,-23.685922899999994,-46.305143299999976,-46.31414329999998
1243,1243,-23.676922899999994,-23.685922899999994,-46.296143299999976,-46.305143299999976
1244,1244,-23.676922899999994,-23.685922899999994,-46.287143299999975,-46.296143299999976
1245,1245,-23.676922899999994,-23.685922899999994,-46.278143299999975,-46.287143299999975
1246,1246,-23.676922899999994,-23.685922899999994,-46.269143299999975,-46.278143299999975
1247,1247,-23.676922899999994,-23.685922899999994,-46.260143299999974,-46.269143299999975
1248,1248,-23.667922899999994,-23.676922899999994,-46.9531433,-46.9621433
1249,1249,-23.667922899999994,-23.676922899999994,-46.9441433,-46.9531433
1250,1250,-23.667922899999994,-23.676922899999994,-46.9351433,-46.9441433
1251,1251,-23.667922899999994,-23.676922899999994,-46.9261433,-46.9351433
1252,1252,-23.667922899999994,-23.676922899999994,-46.9171433,-46.9261433
1253,1253,-23.667922899999994,-23.676922899999994,-46.9081433,-46.9171433
1254,1254,-23.667922899999994,-23.676922899999994,-46.8991433,-46.9081433
1255,1255,-23.667922899999994,-23.676922899999994,-46.8901433,-46.8991433
